State,year,Kharif,Rabi,Zaid,Avg_Annual_Rainfall
BIHAR,1938,1331,57.3,500.9,629.7333333
BIHAR,1939,1084.5,104.2,284.9,491.2
BIHAR,1940,918.7,67.1,217.1,400.9666667
BIHAR,1941,1082.7,67.9,250.2,466.9333333
BIHAR,1942,1105.7,85.8,235.7,475.7333333
BIHAR,1943,1003.3,88.6,247.8,446.5666667
BIHAR,1944,1021.5,109.4,321.9,484.2666667
BIHAR,1945,918.6,232.7,212,454.4333333
BIHAR,1946,1062.9,184.9,314.6,520.8
BIHAR,1947,943.7,73.1,164.8,393.8666667
BIHAR,1948,1102.2,135.8,175.8,471.2666667
BIHAR,1949,1146.3,163.9,334.5,548.2333333
BIHAR,1950,1030.1,26.8,414.1,490.3333333
BIHAR,1951,771.1,42.3,181.3,331.5666667
BIHAR,1952,1074.5,30.7,374.1,493.1
BIHAR,1953,1262,54.1,287.4,534.5
BIHAR,1954,970.7,37.5,208.9,405.7
BIHAR,1955,1139,62.8,215,472.2666667
BIHAR,1956,1166.2,236.9,409.8,604.3
BIHAR,1957,861.2,92.4,129,360.8666667
BIHAR,1958,1018.8,101.4,167.9,429.3666667
BIHAR,1959,799.3,316.6,196,437.3
BIHAR,1960,1108.7,41.4,215.5,455.2
BIHAR,1961,926.3,294.4,277,499.2333333
BIHAR,1962,1012.4,96.5,225.5,444.8
BIHAR,1963,1058.6,161.7,259.9,493.4
BIHAR,1964,965.1,73.8,218.3,419.0666667
BIHAR,1965,944.3,28,129.2,367.1666667
BIHAR,1966,661.5,65.1,154.9,293.8333333
BIHAR,1967,894.8,12.2,173.5,360.1666667
BIHAR,1968,963.7,149,289.1,467.2666667
BIHAR,1969,1140.1,53.7,287.9,493.9
BIHAR,1970,944,70.5,254.8,423.1
BIHAR,1971,1082.2,172.4,456,570.2
BIHAR,1972,584.7,124,65.9,258.2
BIHAR,1973,916.3,199.6,274,463.3
BIHAR,1974,1127.7,36.6,200.3,454.8666667
BIHAR,1975,946.7,64.9,200.7,404.1
BIHAR,1976,1033.4,38.4,237.1,436.3
BIHAR,1977,865,180.6,204.4,416.6666667
BIHAR,1978,1005.2,192.5,283.4,493.7
BIHAR,1979,805.2,166.9,120.4,364.1666667
BIHAR,1980,1115.9,37.9,258.6,470.8
BIHAR,1981,1168.1,48,256.3,490.8
BIHAR,1982,784.6,75.1,296.3,385.3333333
BIHAR,1983,871.3,98.8,235.3,401.8
BIHAR,1984,1265.8,82.4,431.5,593.2333333
BIHAR,1985,1171.7,205.6,240.9,539.4
BIHAR,1986,1048.6,162.6,279.2,496.8
BIHAR,1987,1515.1,62.2,226.7,601.3333333
BIHAR,1988,1151.6,65.4,294.8,503.9333333
BIHAR,1989,1101.7,60.7,260.3,474.2333333
BIHAR,1990,1047.8,80.5,267.7,465.3333333
BIHAR,1991,950.5,47.2,224.2,407.3
BIHAR,1992,673.8,60,147.7,293.8333333
BIHAR,1993,1041.2,67,254.9,454.3666667
BIHAR,1994,832.8,96,171.6,366.8
BIHAR,1995,1005.1,98,171.7,424.9333333
BIHAR,1996,972,113.9,241.5,442.4666667
BIHAR,1997,1148.3,81.1,285.4,504.9333333
BIHAR,1998,1127,117.1,185,476.3666667
BIHAR,1999,1192.9,122,352.9,555.9333333
BIHAR,2000,1047.7,22.4,404.2,491.4333333
BIHAR,2001,949.8,183.3,338.4,490.5
BIHAR,2002,943.2,60.4,218.7,407.4333333
BIHAR,2003,1082.3,198.1,304.4,528.2666667
BIHAR,2004,956.4,84.3,353.8,464.8333333
BIHAR,2005,796.7,62.7,131,330.1333333
BIHAR,2006,936.3,22.2,294.3,417.6
BIHAR,2007,1369.4,90.5,310.6,590.1666667
BIHAR,2008,1083.5,51.6,353.8,496.3
BIHAR,2009,707.7,79.1,170.2,319
BIHAR,2010,536.2,42,132,236.7333333
BIHAR,2011,964.8,24.7,318.6,436.0333333
BIHAR,2012,924.4,61.5,142.7,376.2
BIHAR,2013,722.2,225.2,305.7,417.7
BIHAR,2014,848.6,99.5,228.1,392.0666667
BIHAR,2015,742.3,25,227.6,331.6333333
EAST UTTAR PRADESH,1901,749.3,101,44.7,298.3333333
EAST UTTAR PRADESH,1902,856.6,22.8,58.4,312.6
EAST UTTAR PRADESH,1903,865.8,333.3,88.9,429.3333333
EAST UTTAR PRADESH,1904,931.1,102.7,185.4,406.4
EAST UTTAR PRADESH,1905,805.4,45.4,58.2,303
EAST UTTAR PRADESH,1906,908.2,69.2,160.9,379.4333333
EAST UTTAR PRADESH,1907,538.6,77.1,99.1,238.2666667
EAST UTTAR PRADESH,1908,683.9,47.1,77,269.3333333
EAST UTTAR PRADESH,1909,990.2,43.4,322.1,451.9
EAST UTTAR PRADESH,1910,949.8,135.8,194.6,426.7333333
EAST UTTAR PRADESH,1911,901.8,176.8,157.1,411.9
EAST UTTAR PRADESH,1912,793.8,54.8,91.6,313.4
EAST UTTAR PRADESH,1913,692.6,67.6,276.2,345.4666667
EAST UTTAR PRADESH,1914,883.1,20.2,122.6,341.9666667
EAST UTTAR PRADESH,1915,1197.9,160.5,159.4,505.9333333
EAST UTTAR PRADESH,1916,1106.9,80.8,257.7,481.8
EAST UTTAR PRADESH,1917,1060.3,100.2,227.4,462.6333333
EAST UTTAR PRADESH,1918,618.1,2.8,171.9,264.2666667
EAST UTTAR PRADESH,1919,882.5,119.3,90.3,364.0333333
EAST UTTAR PRADESH,1920,814.2,15.7,116.5,315.4666667
EAST UTTAR PRADESH,1921,1049.3,54,178.3,427.2
EAST UTTAR PRADESH,1922,1304.1,52.6,137.5,498.0666667
EAST UTTAR PRADESH,1923,920.7,149.8,47.6,372.7
EAST UTTAR PRADESH,1924,1049.2,67.4,45.5,387.3666667
EAST UTTAR PRADESH,1925,1054.1,22.1,178.7,418.3
EAST UTTAR PRADESH,1926,869.3,42.6,96.3,336.0666667
EAST UTTAR PRADESH,1927,806.4,177.9,114.7,366.3333333
EAST UTTAR PRADESH,1928,586.5,193.2,143.5,307.7333333
EAST UTTAR PRADESH,1929,853.5,140.1,184.9,392.8333333
EAST UTTAR PRADESH,1930,971.1,83.7,69,374.6
EAST UTTAR PRADESH,1931,905.9,130.6,47.4,361.3
EAST UTTAR PRADESH,1932,672.6,54.7,100.6,275.9666667
EAST UTTAR PRADESH,1933,757.1,133.8,214.6,368.5
EAST UTTAR PRADESH,1934,1003.1,50.2,163.7,405.6666667
EAST UTTAR PRADESH,1935,856.2,52.5,85,331.2333333
EAST UTTAR PRADESH,1936,1425.1,87.5,252.3,588.3
EAST UTTAR PRADESH,1937,874.6,132.2,123.5,376.7666667
EAST UTTAR PRADESH,1938,1265.6,69.4,324.8,553.2666667
EAST UTTAR PRADESH,1939,881.5,55.7,154.7,363.9666667
EAST UTTAR PRADESH,1940,759.1,60.9,113.1,311.0333333
EAST UTTAR PRADESH,1941,749.7,28.8,158,312.1666667
EAST UTTAR PRADESH,1942,892.8,118.3,117.1,376.0666667
EAST UTTAR PRADESH,1943,1017.5,47,111.9,392.1333333
EAST UTTAR PRADESH,1944,867.5,111.6,188.2,389.1
EAST UTTAR PRADESH,1945,789,162.9,98.8,350.2333333
EAST UTTAR PRADESH,1946,845.8,130.7,150.6,375.7
EAST UTTAR PRADESH,1947,925.9,53.9,114.5,364.7666667
EAST UTTAR PRADESH,1948,1187.8,120.1,115.5,474.4666667
EAST UTTAR PRADESH,1949,965.2,132.3,86.2,394.5666667
EAST UTTAR PRADESH,1950,856,64.9,177.7,366.2
EAST UTTAR PRADESH,1951,669.3,53.1,144.6,289
EAST UTTAR PRADESH,1952,867.5,22.7,290.6,393.6
EAST UTTAR PRADESH,1953,1203.3,44,158,468.4333333
EAST UTTAR PRADESH,1954,862,102.4,70.4,344.9333333
EAST UTTAR PRADESH,1955,1273.6,143.2,209.7,542.1666667
EAST UTTAR PRADESH,1956,959,242.1,218.3,473.1333333
EAST UTTAR PRADESH,1957,880.5,55.1,76.4,337.3333333
EAST UTTAR PRADESH,1958,872.8,132.6,64.1,356.5
EAST UTTAR PRADESH,1959,639,185.3,89.3,304.5333333
EAST UTTAR PRADESH,1960,977.8,147.1,120.3,415.0666667
EAST UTTAR PRADESH,1961,939.6,266.3,101,435.6333333
EAST UTTAR PRADESH,1962,1001.4,53.3,98.9,384.5333333
EAST UTTAR PRADESH,1963,906.7,51.6,137.9,365.4
EAST UTTAR PRADESH,1964,953.6,35.8,130.2,373.2
EAST UTTAR PRADESH,1965,601.1,52.4,53.4,235.6333333
EAST UTTAR PRADESH,1966,632.5,66.7,194.3,297.8333333
EAST UTTAR PRADESH,1967,945,36.6,128.8,370.1333333
EAST UTTAR PRADESH,1968,761.8,69.5,103.9,311.7333333
EAST UTTAR PRADESH,1969,952,25.4,106.4,361.2666667
EAST UTTAR PRADESH,1970,967.5,124,218.9,436.8
EAST UTTAR PRADESH,1971,1106.3,103.6,303.8,504.5666667
EAST UTTAR PRADESH,1972,588.9,72.8,32,231.2333333
EAST UTTAR PRADESH,1973,797,140,138.4,358.4666667
EAST UTTAR PRADESH,1974,813,57.1,65.4,311.8333333
EAST UTTAR PRADESH,1975,1142.2,61.4,256.8,486.8
EAST UTTAR PRADESH,1976,879.5,14.7,90.8,328.3333333
EAST UTTAR PRADESH,1977,777.1,96.3,98.7,324.0333333
EAST UTTAR PRADESH,1978,995.9,72.6,234.9,434.4666667
EAST UTTAR PRADESH,1979,555.5,119.9,106.3,260.5666667
EAST UTTAR PRADESH,1980,1426,37.8,178.1,547.3
EAST UTTAR PRADESH,1981,1025.7,38.7,125.8,396.7333333
EAST UTTAR PRADESH,1982,933.8,80.5,216.4,410.2333333
EAST UTTAR PRADESH,1983,981.9,151.5,175.7,436.3666667
EAST UTTAR PRADESH,1984,984.4,70.8,308.5,454.5666667
EAST UTTAR PRADESH,1985,970.5,192.4,82.8,415.2333333
EAST UTTAR PRADESH,1986,784.4,118.5,149.3,350.7333333
EAST UTTAR PRADESH,1987,693.7,99.7,52,281.8
EAST UTTAR PRADESH,1988,949.7,86.6,155.8,397.3666667
EAST UTTAR PRADESH,1989,911.3,42,155,369.4333333
EAST UTTAR PRADESH,1990,990.6,61.9,189.3,413.9333333
EAST UTTAR PRADESH,1991,818.7,40.6,114.1,324.4666667
EAST UTTAR PRADESH,1992,719,128.9,66.9,304.9333333
EAST UTTAR PRADESH,1993,752.4,15.4,228.6,332.1333333
EAST UTTAR PRADESH,1994,835.8,57.1,144.8,345.9
EAST UTTAR PRADESH,1995,784.5,69.9,139.9,331.4333333
EAST UTTAR PRADESH,1996,831,175,149.4,385.1333333
EAST UTTAR PRADESH,1997,434.3,29.4,99.2,187.6333333
EAST UTTAR PRADESH,1998,584.4,35.6,96.4,238.8
EAST UTTAR PRADESH,1999,839.4,89.6,136.4,355.1333333
EAST UTTAR PRADESH,2000,867.4,27.4,251.1,381.9666667
EAST UTTAR PRADESH,2001,860.9,80.7,261.2,400.9333333
EAST UTTAR PRADESH,2002,591.1,65.8,82.8,246.5666667
EAST UTTAR PRADESH,2003,1015.3,67.6,138.3,407.0666667
EAST UTTAR PRADESH,2004,654.6,57.8,195.5,302.6333333
EAST UTTAR PRADESH,2005,694.8,56.2,76.7,275.9
EAST UTTAR PRADESH,2006,574.8,11.8,153,246.5333333
EAST UTTAR PRADESH,2007,621.6,62.4,121.7,268.5666667
EAST UTTAR PRADESH,2008,917.6,16.4,243,392.3333333
EAST UTTAR PRADESH,2009,496,90,54.1,213.3666667
EAST UTTAR PRADESH,2010,645.2,32.3,38.6,238.7
EAST UTTAR PRADESH,2011,740.2,4.3,200.5,315
EAST UTTAR PRADESH,2012,573.1,23.3,24.9,207.1
EAST UTTAR PRADESH,2013,864,164.8,322.3,450.3666667
EAST UTTAR PRADESH,2014,517.1,156.4,75.5,249.6666667
EAST UTTAR PRADESH,2015,472,51.3,175.3,232.8666667
WEST UTTAR PRADESH,1901,667.7,92.3,39.6,266.5333333
WEST UTTAR PRADESH,1902,704.1,19.8,67.2,263.7
WEST UTTAR PRADESH,1903,607.6,191.3,42.1,280.3333333
WEST UTTAR PRADESH,1904,835.5,54.8,123.4,337.9
WEST UTTAR PRADESH,1905,345.9,62.1,44.4,150.8
WEST UTTAR PRADESH,1906,880.2,73.3,231.7,395.0666667
WEST UTTAR PRADESH,1907,456.6,78.6,70.2,201.8
WEST UTTAR PRADESH,1908,814.6,36.1,60.1,303.6
WEST UTTAR PRADESH,1909,775.8,55.3,235.2,355.4333333
WEST UTTAR PRADESH,1910,688.3,172.6,103,321.3
WEST UTTAR PRADESH,1911,598,121,91.4,270.1333333
WEST UTTAR PRADESH,1912,745.2,41.5,45.2,277.3
WEST UTTAR PRADESH,1913,368.9,45.6,205,206.5
WEST UTTAR PRADESH,1914,791.9,25.4,118.5,311.9333333
WEST UTTAR PRADESH,1915,631.7,101.1,128.1,286.9666667
WEST UTTAR PRADESH,1916,1027,74.3,152.9,418.0666667
WEST UTTAR PRADESH,1917,924.3,118.9,178.8,407.3333333
WEST UTTAR PRADESH,1918,337.8,12.7,105,151.8333333
WEST UTTAR PRADESH,1919,842.1,103.5,42.9,329.5
WEST UTTAR PRADESH,1920,576.8,16.3,157.8,250.3
WEST UTTAR PRADESH,1921,923.7,63.6,146.9,378.0666667
WEST UTTAR PRADESH,1922,931.6,65.1,81.7,359.4666667
WEST UTTAR PRADESH,1923,772.4,122.1,15.9,303.4666667
WEST UTTAR PRADESH,1924,938,116,28,360.6666667
WEST UTTAR PRADESH,1925,896.3,29.5,225.6,383.8
WEST UTTAR PRADESH,1926,778.8,44.9,109.1,310.9333333
WEST UTTAR PRADESH,1927,708.6,182.9,116.1,335.8666667
WEST UTTAR PRADESH,1928,437.1,189.2,74.3,233.5333333
WEST UTTAR PRADESH,1929,561,80,92.1,244.3666667
WEST UTTAR PRADESH,1930,703.6,77.2,71.4,284.0666667
WEST UTTAR PRADESH,1931,807,110.8,29.1,315.6333333
WEST UTTAR PRADESH,1932,665.1,20.8,44.4,243.4333333
WEST UTTAR PRADESH,1933,868,108.5,297.9,424.8
WEST UTTAR PRADESH,1934,825.3,42.8,150.3,339.4666667
WEST UTTAR PRADESH,1935,683.7,82,35.8,267.1666667
WEST UTTAR PRADESH,1936,1123.3,63.2,323.1,503.2
WEST UTTAR PRADESH,1937,574.3,78.7,89.8,247.6
WEST UTTAR PRADESH,1938,657.2,64.1,167.9,296.4
WEST UTTAR PRADESH,1939,678.9,32.4,140,283.7666667
WEST UTTAR PRADESH,1940,675.5,77.8,71,274.7666667
WEST UTTAR PRADESH,1941,448.4,50.4,105.2,201.3333333
WEST UTTAR PRADESH,1942,974.4,101.2,110.6,395.4
WEST UTTAR PRADESH,1943,791.7,30.8,103.6,308.7
WEST UTTAR PRADESH,1944,602.2,98.3,146.4,282.3
WEST UTTAR PRADESH,1945,879.4,77.2,40.5,332.3666667
WEST UTTAR PRADESH,1946,787.9,75.8,125.2,329.6333333
WEST UTTAR PRADESH,1947,746.1,48.9,61.5,285.5
WEST UTTAR PRADESH,1948,922,88.7,26.6,345.7666667
WEST UTTAR PRADESH,1949,829,60.3,31.9,307.0666667
WEST UTTAR PRADESH,1950,763.3,41.8,76.6,293.9
WEST UTTAR PRADESH,1951,626,49.8,84.8,253.5333333
WEST UTTAR PRADESH,1952,804.8,36.2,225,355.3333333
WEST UTTAR PRADESH,1953,709.4,39.2,77.9,275.5
WEST UTTAR PRADESH,1954,665,202.4,52.6,306.6666667
WEST UTTAR PRADESH,1955,808.9,244.2,105.8,386.3
WEST UTTAR PRADESH,1956,788.5,241,102.2,377.2333333
WEST UTTAR PRADESH,1957,874.6,93.8,79.1,349.1666667
WEST UTTAR PRADESH,1958,1013.2,142.5,51.7,402.4666667
WEST UTTAR PRADESH,1959,610.3,116.8,60,262.3666667
WEST UTTAR PRADESH,1960,886.4,201.4,107,398.2666667
WEST UTTAR PRADESH,1961,956.9,231.6,83.2,423.9
WEST UTTAR PRADESH,1962,719.7,60.4,64,281.3666667
WEST UTTAR PRADESH,1963,877.2,34.1,89.3,333.5333333
WEST UTTAR PRADESH,1964,962.9,16.5,61.4,346.9333333
WEST UTTAR PRADESH,1965,586.9,44.4,45.9,225.7333333
WEST UTTAR PRADESH,1966,695.6,38.9,164.8,299.7666667
WEST UTTAR PRADESH,1967,1048.6,69.1,91.2,402.9666667
WEST UTTAR PRADESH,1968,635.5,47.4,56.8,246.5666667
WEST UTTAR PRADESH,1969,822.2,24.6,48.5,298.4333333
WEST UTTAR PRADESH,1970,739.7,99.2,153.8,330.9
WEST UTTAR PRADESH,1971,830,114,198.3,380.7666667
WEST UTTAR PRADESH,1972,528.3,48.8,39.9,205.6666667
WEST UTTAR PRADESH,1973,722.4,73,90.4,295.2666667
WEST UTTAR PRADESH,1974,601.5,58.6,34.5,231.5333333
WEST UTTAR PRADESH,1975,935.3,43.8,170,383.0333333
WEST UTTAR PRADESH,1976,620,17,86,241
WEST UTTAR PRADESH,1977,887.5,64,121.3,357.6
WEST UTTAR PRADESH,1978,1127.9,50.2,272.3,483.4666667
WEST UTTAR PRADESH,1979,393.7,121.5,99.5,204.9
WEST UTTAR PRADESH,1980,917.9,44.8,126.6,363.1
WEST UTTAR PRADESH,1981,650,52.2,139.7,280.6333333
WEST UTTAR PRADESH,1982,769.4,73.5,179.3,340.7333333
WEST UTTAR PRADESH,1983,994.4,98.2,188.7,427.1
WEST UTTAR PRADESH,1984,719.6,53.3,142.8,305.2333333
WEST UTTAR PRADESH,1985,776,166.5,59,333.8333333
WEST UTTAR PRADESH,1986,584.3,91.4,134.8,270.1666667
WEST UTTAR PRADESH,1987,356.1,66.5,78.8,167.1333333
WEST UTTAR PRADESH,1988,956,38.9,126.3,373.7333333
WEST UTTAR PRADESH,1989,596.1,44.1,105.5,248.5666667
WEST UTTAR PRADESH,1990,826.4,92,85.6,334.6666667
WEST UTTAR PRADESH,1991,684.3,51.4,57.9,264.5333333
WEST UTTAR PRADESH,1992,708.3,100.2,38,282.1666667
WEST UTTAR PRADESH,1993,702.2,32.2,119.4,284.6
WEST UTTAR PRADESH,1994,746.6,41.4,91.4,293.1333333
WEST UTTAR PRADESH,1995,771.7,43.5,83.8,299.6666667
WEST UTTAR PRADESH,1996,817.5,116.8,93,342.4333333
WEST UTTAR PRADESH,1997,374.2,26.6,124.2,175
WEST UTTAR PRADESH,1998,772.7,51.6,114.3,312.8666667
WEST UTTAR PRADESH,1999,723.5,54.7,74.6,284.2666667
WEST UTTAR PRADESH,2000,712.2,31.8,170.4,304.8
WEST UTTAR PRADESH,2001,595.2,22.4,208.6,275.4
WEST UTTAR PRADESH,2002,529,72.1,53.2,218.1
WEST UTTAR PRADESH,2003,960.5,74.1,87,373.8666667
WEST UTTAR PRADESH,2004,517.9,82.7,101,233.8666667
WEST UTTAR PRADESH,2005,663.9,31.1,97.8,264.2666667
WEST UTTAR PRADESH,2006,452,18.9,124.9,198.6
WEST UTTAR PRADESH,2007,452.7,70.5,137.7,220.3
WEST UTTAR PRADESH,2008,760.7,10.3,222.6,331.2
WEST UTTAR PRADESH,2009,445.3,81.2,39.8,188.7666667
WEST UTTAR PRADESH,2010,772.3,38.4,22.5,277.7333333
WEST UTTAR PRADESH,2011,725.9,15.2,212.2,317.7666667
WEST UTTAR PRADESH,2012,366,17.2,10.4,131.2
WEST UTTAR PRADESH,2013,763.8,161.7,197.8,374.4333333
WEST UTTAR PRADESH,2014,339.4,108.5,61,169.6333333
WEST UTTAR PRADESH,2015,436.1,50.7,167.9,218.2333333
UTTARAKHAND,1901,1194.1,257.2,144.9,532.0666667
UTTARAKHAND,1902,1105.1,51.1,281.2,479.1333333
UTTARAKHAND,1903,1026.5,144.6,218.4,463.1666667
UTTARAKHAND,1904,1221,118.1,333.1,557.4
UTTARAKHAND,1905,890.4,215.5,307.7,471.2
UTTARAKHAND,1906,1232.6,213.9,287.1,577.8666667
UTTARAKHAND,1907,769.1,181.5,318.5,423.0333333
UTTARAKHAND,1908,1036.1,135.7,229.3,467.0333333
UTTARAKHAND,1909,1430.8,197.1,396.3,674.7333333
UTTARAKHAND,1910,1517.3,353.8,323.8,731.6333333
UTTARAKHAND,1911,1001.7,310.9,434.3,582.3
UTTARAKHAND,1912,1119.2,151.7,226.8,499.2333333
UTTARAKHAND,1913,789.1,155.5,482.1,475.5666667
UTTARAKHAND,1914,1522,170.7,389.5,694.0666667
UTTARAKHAND,1915,1218.2,184.3,328.7,577.0666667
UTTARAKHAND,1916,1483.9,123.4,445.2,684.1666667
UTTARAKHAND,1917,1637.6,202.1,561.3,800.3333333
UTTARAKHAND,1918,961.5,47.8,443.5,484.2666667
UTTARAKHAND,1919,1189.4,258.5,413.6,620.5
UTTARAKHAND,1920,1078.1,74.2,397.7,516.6666667
UTTARAKHAND,1921,1645.7,167.2,399.9,737.6
UTTARAKHAND,1922,1638.3,177,169.9,661.7333333
UTTARAKHAND,1923,1175.1,351.6,141,555.9
UTTARAKHAND,1924,1555.1,294.2,117.3,655.5333333
UTTARAKHAND,1925,1314,108.8,421.2,614.6666667
UTTARAKHAND,1926,1044.1,84.4,287.6,472.0333333
UTTARAKHAND,1927,1195.9,309.5,354.7,620.0333333
UTTARAKHAND,1928,863.6,292.2,200.5,452.1
UTTARAKHAND,1929,886.9,266.1,198,450.3333333
UTTARAKHAND,1930,950.9,193.7,253,465.8666667
UTTARAKHAND,1931,1016.5,213.8,158.9,463.0666667
UTTARAKHAND,1932,1204.9,90.5,169.9,488.4333333
UTTARAKHAND,1933,1182.3,248.1,392.3,607.5666667
UTTARAKHAND,1934,1168.6,120.2,251.9,513.5666667
UTTARAKHAND,1935,912.1,156.5,112.7,393.7666667
UTTARAKHAND,1936,1547.5,196.2,513.7,752.4666667
UTTARAKHAND,1937,1222.9,212.1,271.3,568.7666667
UTTARAKHAND,1938,1260,220.3,342.6,607.6333333
UTTARAKHAND,1939,951.5,127.4,276.8,451.9
UTTARAKHAND,1940,913.7,186.7,259.3,453.2333333
UTTARAKHAND,1941,821.5,154.3,286.1,420.6333333
UTTARAKHAND,1942,1352.1,253.5,297.4,634.3333333
UTTARAKHAND,1943,1190,79.5,231.6,500.3666667
UTTARAKHAND,1944,885.6,181.2,324.2,463.6666667
UTTARAKHAND,1945,1330.8,218.7,189.2,579.5666667
UTTARAKHAND,1946,1184.6,135.3,399.8,573.2333333
UTTARAKHAND,1947,1134.8,126.7,225.1,495.5333333
UTTARAKHAND,1948,1187.8,167,233.7,529.5
UTTARAKHAND,1949,1121.1,170,173.5,488.2
UTTARAKHAND,1950,1387.2,99.1,337.9,608.0666667
UTTARAKHAND,1951,882,153.1,213.1,416.0666667
UTTARAKHAND,1952,1175.9,121.7,421.2,572.9333333
UTTARAKHAND,1953,1263.9,177.7,306,582.5333333
UTTARAKHAND,1954,1368.7,439.1,166.6,658.1333333
UTTARAKHAND,1955,1172.8,381.3,264.2,606.1
UTTARAKHAND,1956,1222.3,467.8,466.7,718.9333333
UTTARAKHAND,1957,1240.3,313.6,340.1,631.3333333
UTTARAKHAND,1958,1201.5,209.2,183.6,531.4333333
UTTARAKHAND,1959,1339.3,276.2,246.2,620.5666667
UTTARAKHAND,1960,1209,176.6,287,557.5333333
UTTARAKHAND,1961,1409.4,453.3,266.8,709.8333333
UTTARAKHAND,1962,1292.8,237.3,268.3,599.4666667
UTTARAKHAND,1963,1422.5,147.8,424.7,665
UTTARAKHAND,1964,1356.2,194.8,381.3,644.1
UTTARAKHAND,1965,828.6,251.7,275.7,452
UTTARAKHAND,1966,1168.9,153.4,413.5,578.6
UTTARAKHAND,1967,1224,170.4,284.3,559.5666667
UTTARAKHAND,1968,1002.4,349.3,345.5,565.7333333
UTTARAKHAND,1969,1299.6,149.4,276.3,575.1
UTTARAKHAND,1970,1025.3,161,300.2,495.5
UTTARAKHAND,1971,1163.6,255.8,682.3,700.5666667
UTTARAKHAND,1972,809.6,165.6,165.4,380.2
UTTARAKHAND,1973,948.9,196.3,348.8,498
UTTARAKHAND,1974,929.4,179.9,139,416.1
UTTARAKHAND,1975,1305.5,167.7,327,600.0666667
UTTARAKHAND,1976,814.6,77.9,181.4,357.9666667
UTTARAKHAND,1977,1109.6,135.8,292.8,512.7333333
UTTARAKHAND,1978,1558.5,182.7,581.2,774.1333333
UTTARAKHAND,1979,747.5,171.3,263.7,394.1666667
UTTARAKHAND,1980,1097.2,139,272.3,502.8333333
UTTARAKHAND,1981,1016.7,157.1,344.4,506.0666667
UTTARAKHAND,1982,900.4,173.2,389.1,487.5666667
UTTARAKHAND,1983,1008.3,190.9,440.2,546.4666667
UTTARAKHAND,1984,1070.6,184.4,384.1,546.3666667
UTTARAKHAND,1985,1173.8,361.5,222.8,586.0333333
UTTARAKHAND,1986,997.1,211.5,447.5,552.0333333
UTTARAKHAND,1987,631.1,129,283,347.7
UTTARAKHAND,1988,1213.4,180.9,337.8,577.3666667
UTTARAKHAND,1989,1021.4,173.6,186.6,460.5333333
UTTARAKHAND,1990,1185.8,185.7,313.6,561.7
UTTARAKHAND,1991,774.6,121.3,206.6,367.5
UTTARAKHAND,1992,909.4,118.3,198,408.5666667
UTTARAKHAND,1993,1183.5,156.1,399.1,579.5666667
UTTARAKHAND,1994,1115.1,170.2,268.5,517.9333333
UTTARAKHAND,1995,1210.2,250.1,294.3,584.8666667
UTTARAKHAND,1996,1116.4,171.3,295.4,527.7
UTTARAKHAND,1997,529.5,96.1,307.7,311.1
UTTARAKHAND,1998,786.2,154.7,421,453.9666667
UTTARAKHAND,1999,1051.2,81.2,212,448.1333333
UTTARAKHAND,2000,1465.4,108.1,453.3,675.6
UTTARAKHAND,2001,1230.3,73.5,538,613.9333333
UTTARAKHAND,2002,1112.1,204.1,398.1,571.4333333
UTTARAKHAND,2003,1316.6,196.9,366.1,626.5333333
UTTARAKHAND,2004,954.7,147.3,248.3,450.1
UTTARAKHAND,2005,1061.3,167.8,193.1,474.0666667
UTTARAKHAND,2006,823.7,110.9,348.6,427.7333333
UTTARAKHAND,2007,1491.2,190.2,382.9,688.1
UTTARAKHAND,2008,1082.3,103,510.8,565.3666667
UTTARAKHAND,2009,608.7,124.3,156.7,296.5666667
UTTARAKHAND,2010,1253.9,105.6,137.2,498.9
UTTARAKHAND,2011,1328.5,103,356.2,595.9
UTTARAKHAND,2012,1073.1,74.4,122.4,423.3
UTTARAKHAND,2013,1373,297.5,553.9,741.4666667
UTTARAKHAND,2014,897.7,230.9,221.7,450.1
UTTARAKHAND,2015,881.5,143.4,409.2,478.0333333
HARYANA DELHI & CHANDIGARH,1901,301.6,72.4,29.4,134.4666667
HARYANA DELHI & CHANDIGARH,1902,380.9,10,103.5,164.8
HARYANA DELHI & CHANDIGARH,1903,396.1,21.4,19.9,145.8
HARYANA DELHI & CHANDIGARH,1904,409.3,40.6,112.1,187.3333333
HARYANA DELHI & CHANDIGARH,1905,229.4,70.8,42.8,114.3333333
HARYANA DELHI & CHANDIGARH,1906,488,72.7,103.1,221.2666667
HARYANA DELHI & CHANDIGARH,1907,319.5,57.2,87.2,154.6333333
HARYANA DELHI & CHANDIGARH,1908,619.5,39.5,44.6,234.5333333
HARYANA DELHI & CHANDIGARH,1909,633.7,54.8,204.6,297.7
HARYANA DELHI & CHANDIGARH,1910,487,112.9,74.3,224.7333333
HARYANA DELHI & CHANDIGARH,1911,337.4,118.2,107.2,187.6
HARYANA DELHI & CHANDIGARH,1912,441.4,66.9,47.5,185.2666667
HARYANA DELHI & CHANDIGARH,1913,359.6,54.8,205.8,206.7333333
HARYANA DELHI & CHANDIGARH,1914,586,30.3,99.5,238.6
HARYANA DELHI & CHANDIGARH,1915,278.4,88.1,95.8,154.1
HARYANA DELHI & CHANDIGARH,1916,536.4,77.8,86.1,233.4333333
