State,year,Kharif,Rabi,Zaid,Avg_Annual_Rainfall
WEST MADHYA PRADESH,1925,610.2,48.3,200.6,286.3666667
WEST MADHYA PRADESH,1926,862.8,31.3,41.7,311.9333333
WEST MADHYA PRADESH,1927,704.4,159.9,86.9,317.0666667
WEST MADHYA PRADESH,1928,737.7,152.6,80.9,323.7333333
WEST MADHYA PRADESH,1929,700.8,22.2,114.1,279.0333333
WEST MADHYA PRADESH,1930,839.8,41.1,103.7,328.2
WEST MADHYA PRADESH,1931,979.9,149.7,50.2,393.2666667
WEST MADHYA PRADESH,1932,942.1,29.1,74.1,348.4333333
WEST MADHYA PRADESH,1933,1113.3,47.9,247,469.4
WEST MADHYA PRADESH,1934,1118.5,39.6,131.6,429.9
WEST MADHYA PRADESH,1935,826.6,36.1,102.7,321.8
WEST MADHYA PRADESH,1936,755,115,223.4,364.4666667
WEST MADHYA PRADESH,1937,985.4,50.3,195.4,410.3666667
WEST MADHYA PRADESH,1938,896.5,77.8,333.1,435.8
WEST MADHYA PRADESH,1939,780.8,12.9,72.9,288.8666667
WEST MADHYA PRADESH,1940,963.1,83,176.3,407.4666667
WEST MADHYA PRADESH,1941,691.1,40,61,264.0333333
WEST MADHYA PRADESH,1942,1130.1,68.1,126.2,441.4666667
WEST MADHYA PRADESH,1943,848.4,85.7,151,361.7
WEST MADHYA PRADESH,1944,1226.8,83.5,125.4,478.5666667
WEST MADHYA PRADESH,1945,1014.7,25.8,197.2,412.5666667
WEST MADHYA PRADESH,1946,1086.1,158.4,263.1,502.5333333
WEST MADHYA PRADESH,1947,1000.2,56.5,56,370.9
WEST MADHYA PRADESH,1948,1122.9,122.4,147.3,464.2
WEST MADHYA PRADESH,1949,889.1,56.6,110.7,352.1333333
WEST MADHYA PRADESH,1950,859.2,24.2,56,313.1333333
WEST MADHYA PRADESH,1951,610.7,28.9,98,245.8666667
WEST MADHYA PRADESH,1952,806.4,18.5,167.8,330.9
WEST MADHYA PRADESH,1953,756.9,33.7,75.7,288.7666667
WEST MADHYA PRADESH,1954,1052.6,41.5,77.2,390.4333333
WEST MADHYA PRADESH,1955,977.1,168.5,192.4,446
WEST MADHYA PRADESH,1956,886.8,126,165.1,392.6333333
WEST MADHYA PRADESH,1957,765,27.8,129.3,307.3666667
WEST MADHYA PRADESH,1958,1021.2,73,88.1,394.1
WEST MADHYA PRADESH,1959,1054.5,100.9,105,420.1333333
WEST MADHYA PRADESH,1960,782.1,79.8,152.8,338.2333333
WEST MADHYA PRADESH,1961,1263.5,162.1,82.2,502.6
WEST MADHYA PRADESH,1962,845.5,40.2,36.7,307.4666667
WEST MADHYA PRADESH,1963,824.8,71.1,80.4,325.4333333
WEST MADHYA PRADESH,1964,866,4.2,121.7,330.6333333
WEST MADHYA PRADESH,1965,568.5,22,35.3,208.6
WEST MADHYA PRADESH,1966,641.5,33.4,74.3,249.7333333
WEST MADHYA PRADESH,1967,825.4,84.9,161.2,357.1666667
WEST MADHYA PRADESH,1968,824.4,25.7,45.5,298.5333333
WEST MADHYA PRADESH,1969,1063.7,52.2,49,388.3
WEST MADHYA PRADESH,1970,1053.4,38.8,275.4,455.8666667
WEST MADHYA PRADESH,1971,1060.8,53.1,205.7,439.8666667
WEST MADHYA PRADESH,1972,749.3,18.9,94.1,287.4333333
WEST MADHYA PRADESH,1973,1362.5,41.5,76.9,493.6333333
WEST MADHYA PRADESH,1974,768.5,92.4,56.5,305.8
WEST MADHYA PRADESH,1975,1004.6,55.8,140.4,400.2666667
WEST MADHYA PRADESH,1976,954,58.1,174.5,395.5333333
WEST MADHYA PRADESH,1977,927.4,57.2,175.5,386.7
WEST MADHYA PRADESH,1978,927.8,66.1,147.5,380.4666667
WEST MADHYA PRADESH,1979,600.7,163.1,128.2,297.3333333
WEST MADHYA PRADESH,1980,837.2,35.1,256,376.1
WEST MADHYA PRADESH,1981,806.3,62.9,139,336.0666667
WEST MADHYA PRADESH,1982,784.7,135.2,75.6,331.8333333
WEST MADHYA PRADESH,1983,982.5,61.7,116,386.7333333
WEST MADHYA PRADESH,1984,825.2,34.3,63.6,307.7
WEST MADHYA PRADESH,1985,705.9,159.9,64.3,310.0333333
WEST MADHYA PRADESH,1986,871.3,57.8,137.8,355.6333333
WEST MADHYA PRADESH,1987,658.9,117.4,82,286.1
WEST MADHYA PRADESH,1988,875,64.2,148,362.4
WEST MADHYA PRADESH,1989,738.1,7.9,142.3,296.1
WEST MADHYA PRADESH,1990,1068.7,43.6,193,435.1
WEST MADHYA PRADESH,1991,728.5,11.1,102.3,280.6333333
WEST MADHYA PRADESH,1992,683.1,65.1,57,268.4
WEST MADHYA PRADESH,1993,988.7,32.5,124.2,381.8
WEST MADHYA PRADESH,1994,1147,25.6,228,466.8666667
WEST MADHYA PRADESH,1995,803.1,43.2,85.5,310.6
WEST MADHYA PRADESH,1996,1008,73.4,52.6,378
WEST MADHYA PRADESH,1997,867.6,184.4,96.1,382.7
WEST MADHYA PRADESH,1998,867,48.6,104.2,339.9333333
WEST MADHYA PRADESH,1999,929.8,118.5,131.5,393.2666667
WEST MADHYA PRADESH,2000,581.7,,123.7,352.7
WEST MADHYA PRADESH,2001,699.1,64.4,227.1,330.2
WEST MADHYA PRADESH,2002,644.4,32.7,146,274.3666667
WEST MADHYA PRADESH,2003,919.2,25.8,130.1,358.3666667
WEST MADHYA PRADESH,2004,779.2,63.5,89,310.5666667
WEST MADHYA PRADESH,2005,712.4,19.5,101.5,277.8
WEST MADHYA PRADESH,2006,1073.5,25.2,144.9,414.5333333
WEST MADHYA PRADESH,2007,764.3,24.4,117.7,302.1333333
WEST MADHYA PRADESH,2008,761.5,20.9,203,328.4666667
WEST MADHYA PRADESH,2009,689.4,179.6,64.7,311.2333333
WEST MADHYA PRADESH,2010,748.3,26.6,63.6,279.5
WEST MADHYA PRADESH,2011,1056.5,1.9,247,435.1333333
WEST MADHYA PRADESH,2012,1023,8.3,52.2,361.1666667
WEST MADHYA PRADESH,2013,1280.4,104.2,275.4,553.3333333
WEST MADHYA PRADESH,2014,771.6,85.8,38.1,298.5
WEST MADHYA PRADESH,2015,914.5,59,223,398.8333333
EAST MADHYA PRADESH,1901,1207.7,92.4,93.7,464.6
EAST MADHYA PRADESH,1902,903.5,74.5,34.2,337.4
EAST MADHYA PRADESH,1903,953,186.4,106.2,415.2
EAST MADHYA PRADESH,1904,1005.2,82.3,166.6,418.0333333
EAST MADHYA PRADESH,1905,821,28.3,71.1,306.8
EAST MADHYA PRADESH,1906,1277.3,58,260.5,531.9333333
EAST MADHYA PRADESH,1907,845.2,124.3,131,366.8333333
EAST MADHYA PRADESH,1908,1362.8,53.6,131.8,516.0666667
EAST MADHYA PRADESH,1909,959.6,78.5,292.4,443.5
EAST MADHYA PRADESH,1910,1082.4,127.4,233.7,481.1666667
EAST MADHYA PRADESH,1911,1039.6,136.8,225.3,467.2333333
EAST MADHYA PRADESH,1912,1035.4,107,43.7,395.3666667
EAST MADHYA PRADESH,1913,808.5,81,248.5,379.3333333
EAST MADHYA PRADESH,1914,1130.4,22.5,204.8,452.5666667
EAST MADHYA PRADESH,1915,1132.6,178.5,249.5,520.2
EAST MADHYA PRADESH,1916,1242.4,229.2,294.5,588.7
EAST MADHYA PRADESH,1917,1432.4,111.8,318.8,621
EAST MADHYA PRADESH,1918,859.8,38.1,265.7,387.8666667
EAST MADHYA PRADESH,1919,1457.3,246.7,202,635.3333333
EAST MADHYA PRADESH,1920,849.6,14,129.8,331.1333333
EAST MADHYA PRADESH,1921,1102.8,28.7,217.2,449.5666667
EAST MADHYA PRADESH,1922,1144.1,90,136.7,456.9333333
EAST MADHYA PRADESH,1923,1363.6,55.8,51.7,490.3666667
EAST MADHYA PRADESH,1924,1213.2,92.5,53.2,452.9666667
EAST MADHYA PRADESH,1925,1258.6,65.9,222,515.5
EAST MADHYA PRADESH,1926,1443.6,162.2,147.5,584.4333333
EAST MADHYA PRADESH,1927,1006.9,180.3,148.9,445.3666667
EAST MADHYA PRADESH,1928,875.7,218.6,165.3,419.8666667
EAST MADHYA PRADESH,1929,1121.4,113,107.4,447.2666667
EAST MADHYA PRADESH,1930,1109.5,53.1,175.3,445.9666667
EAST MADHYA PRADESH,1931,1113.1,213.7,85,470.6
EAST MADHYA PRADESH,1932,1080.3,48.1,127.6,418.6666667
EAST MADHYA PRADESH,1933,1120,125.9,266.3,504.0666667
EAST MADHYA PRADESH,1934,1391.4,69,241.4,567.2666667
EAST MADHYA PRADESH,1935,1205.9,54.2,108.1,456.0666667
EAST MADHYA PRADESH,1936,1287.3,168.7,281.4,579.1333333
EAST MADHYA PRADESH,1937,1176.5,164.5,243.9,528.3
EAST MADHYA PRADESH,1938,1184.4,158.1,332.1,558.2
EAST MADHYA PRADESH,1939,1257.2,63.6,213,511.2666667
EAST MADHYA PRADESH,1940,1077,82.5,150.3,436.6
EAST MADHYA PRADESH,1941,726.8,75,151.2,317.6666667
EAST MADHYA PRADESH,1942,1350.3,141.9,182.5,558.2333333
EAST MADHYA PRADESH,1943,1165.7,177.5,158.5,500.5666667
EAST MADHYA PRADESH,1944,1166.8,160.4,202.8,510
EAST MADHYA PRADESH,1945,1178.2,72.1,260.9,503.7333333
EAST MADHYA PRADESH,1946,1298.7,173.2,368.4,613.4333333
EAST MADHYA PRADESH,1947,1287.5,108.4,115,503.6333333
EAST MADHYA PRADESH,1948,1219,203.5,197.1,539.8666667
EAST MADHYA PRADESH,1949,1064.3,142.5,143.1,449.9666667
EAST MADHYA PRADESH,1950,1059.1,78.7,115.5,417.7666667
EAST MADHYA PRADESH,1951,1028.4,76.2,209.4,438
EAST MADHYA PRADESH,1952,1100.6,40.4,210.7,450.5666667
EAST MADHYA PRADESH,1953,959.8,38.2,51.8,349.9333333
EAST MADHYA PRADESH,1954,1031.8,35.3,90.1,385.7333333
EAST MADHYA PRADESH,1955,1219.4,193.5,244.5,552.4666667
EAST MADHYA PRADESH,1956,1313.3,168.4,222,567.9
EAST MADHYA PRADESH,1957,884.1,28.9,149.2,354.0666667
EAST MADHYA PRADESH,1958,1011.8,138.2,87.2,412.4
EAST MADHYA PRADESH,1959,1147.7,114.9,121.1,461.2333333
EAST MADHYA PRADESH,1960,1067.4,152.5,145.2,455.0333333
EAST MADHYA PRADESH,1961,1453.7,127.1,150.9,577.2333333
EAST MADHYA PRADESH,1962,937.9,90.1,95.9,374.6333333
EAST MADHYA PRADESH,1963,1030.1,57.5,180.4,422.6666667
EAST MADHYA PRADESH,1964,1150.6,30.7,137.5,439.6
EAST MADHYA PRADESH,1965,643.5,25.9,96.9,255.4333333
EAST MADHYA PRADESH,1966,777,62,220.8,353.2666667
EAST MADHYA PRADESH,1967,1258.3,93.1,175,508.8
EAST MADHYA PRADESH,1968,890.4,69.8,115.3,358.5
EAST MADHYA PRADESH,1969,1186.3,44.3,53.3,427.9666667
EAST MADHYA PRADESH,1970,1198.5,93.6,248.3,513.4666667
EAST MADHYA PRADESH,1971,1309.9,153.8,411.6,625.1
EAST MADHYA PRADESH,1972,958.3,77.4,56.8,364.1666667
EAST MADHYA PRADESH,1973,1130.5,119.5,57.1,435.7
EAST MADHYA PRADESH,1974,876.9,88.6,104.4,356.6333333
EAST MADHYA PRADESH,1975,1302.5,117.3,205,541.6
EAST MADHYA PRADESH,1976,995.3,29.4,115.6,380.1
EAST MADHYA PRADESH,1977,1204.4,148.1,295.5,549.3333333
EAST MADHYA PRADESH,1978,1191.8,165.1,244.9,533.9333333
EAST MADHYA PRADESH,1979,633.9,161.8,113.1,302.9333333
EAST MADHYA PRADESH,1980,1313.7,49.5,256,539.7333333
EAST MADHYA PRADESH,1981,954.9,40.1,193.1,396.0333333
EAST MADHYA PRADESH,1982,1114.9,149.6,129.9,464.8
EAST MADHYA PRADESH,1983,1165.2,91.9,116.5,457.8666667
EAST MADHYA PRADESH,1984,997.6,107.7,96.7,400.6666667
EAST MADHYA PRADESH,1985,960.2,146.1,104,403.4333333
EAST MADHYA PRADESH,1986,829.4,166.8,219.7,405.3
EAST MADHYA PRADESH,1987,915.4,184.5,61.4,387.1
EAST MADHYA PRADESH,1988,1008.3,46.8,213.4,422.8333333
EAST MADHYA PRADESH,1989,872.2,26.9,212.2,370.4333333
EAST MADHYA PRADESH,1990,1266.9,76.8,351.6,565.1
EAST MADHYA PRADESH,1991,973.4,21.5,120.6,371.8333333
EAST MADHYA PRADESH,1992,1035.1,8.1,46.4,363.2
EAST MADHYA PRADESH,1993,1062.5,34.1,127.9,408.1666667
EAST MADHYA PRADESH,1994,1477.5,45.3,275.6,599.4666667
EAST MADHYA PRADESH,1995,926.9,53.2,133.3,371.1333333
EAST MADHYA PRADESH,1996,878.1,102.3,73.4,351.2666667
EAST MADHYA PRADESH,1997,1101.1,244.6,106.4,484.0333333
EAST MADHYA PRADESH,1998,892.1,89.2,116.6,365.9666667
EAST MADHYA PRADESH,1999,1337.4,101.7,127.3,522.1333333
EAST MADHYA PRADESH,2000,864.9,1.9,175,347.2666667
EAST MADHYA PRADESH,2001,1018.2,114.1,293.2,475.1666667
EAST MADHYA PRADESH,2002,862.2,81.4,100.1,347.9
EAST MADHYA PRADESH,2003,1350.2,84.1,123.6,519.3
EAST MADHYA PRADESH,2004,900.2,49.5,213.8,387.8333333
EAST MADHYA PRADESH,2005,1216.1,77.8,236.4,510.1
EAST MADHYA PRADESH,2006,832.6,28.4,138.8,333.2666667
EAST MADHYA PRADESH,2007,575.3,60.8,92.5,242.8666667
EAST MADHYA PRADESH,2008,962.2,24.4,324.3,436.9666667
EAST MADHYA PRADESH,2009,752.8,182.8,43.5,326.3666667
EAST MADHYA PRADESH,2010,907,51,60.8,339.6
EAST MADHYA PRADESH,2011,1259.4,3.6,344.6,535.8666667
EAST MADHYA PRADESH,2012,990.9,59.2,70.7,373.6
EAST MADHYA PRADESH,2013,1326.9,171.1,335.8,611.2666667
EAST MADHYA PRADESH,2014,746.6,153,117.1,338.9
EAST MADHYA PRADESH,2015,745.1,88.6,244.7,359.4666667
GUJARAT REGION,1901,524,21.2,69.5,204.9
GUJARAT REGION,1902,842.8,19.6,34.3,298.9
GUJARAT REGION,1903,868.2,5.7,43.7,305.8666667
GUJARAT REGION,1904,453,18.7,69.2,180.3
GUJARAT REGION,1905,807.6,2.5,21.4,277.1666667
GUJARAT REGION,1906,870.9,19.5,177.7,356.0333333
GUJARAT REGION,1907,979.3,15,75.1,356.4666667
GUJARAT REGION,1908,1020.7,6.5,67.8,365
GUJARAT REGION,1909,962,7.6,168.7,379.4333333
GUJARAT REGION,1910,936,38.5,262.7,412.4
GUJARAT REGION,1911,375.8,7.9,177.8,187.1666667
GUJARAT REGION,1912,1060,57.8,105.9,407.9
GUJARAT REGION,1913,1147.5,1.4,378.2,509.0333333
GUJARAT REGION,1914,1083.7,18.1,227.9,443.2333333
GUJARAT REGION,1915,426.6,124.7,144.7,232
GUJARAT REGION,1916,907.5,36.4,135.7,359.8666667
GUJARAT REGION,1917,1179.8,241.5,230.4,550.5666667
GUJARAT REGION,1918,379.3,1.1,50.1,143.5
GUJARAT REGION,1919,1005.2,58.8,113.5,392.5
GUJARAT REGION,1920,599.5,45.9,252.7,299.3666667
GUJARAT REGION,1921,1171.3,1.4,31.1,401.2666667
GUJARAT REGION,1922,866.8,11.9,130.8,336.5
GUJARAT REGION,1923,537,6.2,12.7,185.3
GUJARAT REGION,1924,880.3,23.4,123.3,342.3333333
GUJARAT REGION,1925,559.9,7.2,290.6,285.9
GUJARAT REGION,1926,1256.4,6.7,31.6,431.5666667
GUJARAT REGION,1927,1355.8,64.2,141.5,520.5
GUJARAT REGION,1928,783,38,51.5,290.8333333
GUJARAT REGION,1929,648.6,21.3,130,266.6333333
GUJARAT REGION,1930,841.9,51.3,161.7,351.6333333
GUJARAT REGION,1931,983.7,119.2,20.1,374.3333333
GUJARAT REGION,1932,873.7,31.3,59.5,321.5
GUJARAT REGION,1933,1060.6,27.8,166.9,418.4333333
GUJARAT REGION,1934,959.9,18.6,220.8,399.7666667
GUJARAT REGION,1935,733.1,21.9,84.3,279.7666667
GUJARAT REGION,1936,551.5,55.7,191.5,266.2333333
GUJARAT REGION,1937,1190.6,12.2,260.9,487.9
GUJARAT REGION,1938,768.6,30.5,280.8,359.9666667
GUJARAT REGION,1939,597.5,5,33.4,211.9666667
GUJARAT REGION,1940,722.6,133.9,166.1,340.8666667
GUJARAT REGION,1941,942.9,17.2,44.3,334.8
GUJARAT REGION,1942,1161.6,16.2,139.1,438.9666667
GUJARAT REGION,1943,850.1,43.1,152.3,348.5
GUJARAT REGION,1944,1310.9,19.9,119.9,483.5666667
GUJARAT REGION,1945,1264.6,9.7,163.5,479.2666667
GUJARAT REGION,1946,1099.3,43.1,238.6,460.3333333
GUJARAT REGION,1947,731.9,11.1,45.8,262.9333333
GUJARAT REGION,1948,417.2,56,66.2,179.8
GUJARAT REGION,1949,771.8,26,37.7,278.5
GUJARAT REGION,1950,1125.9,3.3,11.8,380.3333333
GUJARAT REGION,1951,454.1,21.5,68.3,181.3
GUJARAT REGION,1952,774.5,1.8,139,305.1
GUJARAT REGION,1953,1041,14,144,399.6666667
GUJARAT REGION,1954,1205.5,36.9,120,454.1333333
GUJARAT REGION,1955,919.8,51.9,108.9,360.2
GUJARAT REGION,1956,1229,111,129.5,489.8333333
GUJARAT REGION,1957,623.6,18.2,157.8,266.5333333
GUJARAT REGION,1958,1063.2,57.9,105.4,408.8333333
GUJARAT REGION,1959,1430.1,126.4,102.2,552.9
GUJARAT REGION,1960,633.3,8.1,139.6,260.3333333
GUJARAT REGION,1961,927.6,16.8,90.8,345.0666667
GUJARAT REGION,1962,756.2,11.8,54.3,274.1
GUJARAT REGION,1963,935.3,60.9,67,354.4
GUJARAT REGION,1964,888.1,0.6,110.2,332.9666667
GUJARAT REGION,1965,643.6,10.9,13.4,222.6333333
GUJARAT REGION,1966,694.6,1.4,123.7,273.2333333
GUJARAT REGION,1967,873.8,22.1,175.4,357.1
GUJARAT REGION,1968,655.9,10.7,35.2,233.9333333
GUJARAT REGION,1969,778.3,10.7,100.5,296.5
GUJARAT REGION,1970,1341.4,6.9,268,538.7666667
GUJARAT REGION,1971,758.8,5.1,181.5,315.1333333
GUJARAT REGION,1972,499.7,2.2,89.7,197.2
GUJARAT REGION,1973,1150.2,8,98.7,418.9666667
GUJARAT REGION,1974,329.3,40.1,74,147.8
GUJARAT REGION,1975,1143.6,48.2,156.9,449.5666667
GUJARAT REGION,1976,1558.8,61.1,342.7,654.2
GUJARAT REGION,1977,1278.3,13.6,326,539.3
GUJARAT REGION,1978,894.2,39.3,157.8,363.7666667
GUJARAT REGION,1979,794.1,109.9,132.7,345.5666667
GUJARAT REGION,1980,803.1,18.8,261.4,361.1
GUJARAT REGION,1981,1040.6,72.7,112.3,408.5333333
GUJARAT REGION,1982,606.2,103.6,88.1,265.9666667
GUJARAT REGION,1983,1124.7,79.9,138.7,447.7666667
GUJARAT REGION,1984,846.3,7.3,85.2,312.9333333
GUJARAT REGION,1985,462.4,124.3,17.6,201.4333333
GUJARAT REGION,1986,497.1,2.6,182.2,227.3
GUJARAT REGION,1987,375.2,26.3,70,157.1666667
GUJARAT REGION,1988,1083.7,11.2,77.2,390.7
GUJARAT REGION,1989,819.9,2.8,112.6,311.7666667
GUJARAT REGION,1990,1057.3,27.9,112.2,399.1333333
GUJARAT REGION,1991,672,0.7,55.6,242.7666667
GUJARAT REGION,1992,877.7,22.5,133.7,344.6333333
GUJARAT REGION,1993,908,33.4,133.3,358.2333333
GUJARAT REGION,1994,1525.1,9.3,320.9,618.4333333
GUJARAT REGION,1995,657.9,26.1,8.8,230.9333333
GUJARAT REGION,1996,878.3,24.4,123.9,342.2
GUJARAT REGION,1997,1051.3,10.5,362.4,474.7333333
GUJARAT REGION,1998,966.7,103.3,111.5,393.8333333
GUJARAT REGION,1999,489.6,71.5,165.4,242.1666667
GUJARAT REGION,2000,510.6,4,99,204.5333333
GUJARAT REGION,2001,811.5,35.1,219.2,355.2666667
GUJARAT REGION,2002,632.2,4.9,234.3,290.4666667
GUJARAT REGION,2003,1152.2,8,209.4,456.5333333
GUJARAT REGION,2004,979.1,22.3,139.9,380.4333333
GUJARAT REGION,2005,1314.7,1.4,367.6,561.2333333
GUJARAT REGION,2006,1464.9,12.1,124.6,533.8666667
GUJARAT REGION,2007,1176.7,1.9,94.3,424.3
GUJARAT REGION,2008,893.9,14,61.5,323.1333333
GUJARAT REGION,2009,605.7,35.5,17.3,219.5
GUJARAT REGION,2010,1035,53.6,59.3,382.6333333
GUJARAT REGION,2011,889.8,0.6,16.3,302.2333333
GUJARAT REGION,2012,706.7,7.2,34.4,249.4333333
GUJARAT REGION,2013,1059.6,54.2,160.4,424.7333333
GUJARAT REGION,2014,692.8,10.4,14.1,239.1
GUJARAT REGION,2015,606.1,4.4,133.2,247.9
SAURASHTRA & KUTCH,1901,171.4,6.3,12.6,63.43333333
SAURASHTRA & KUTCH,1902,391.2,8.3,16,138.5
SAURASHTRA & KUTCH,1903,506.4,11.6,15.3,177.7666667
SAURASHTRA & KUTCH,1904,159,9.1,27,65.03333333
SAURASHTRA & KUTCH,1905,286,3,7.4,98.8
SAURASHTRA & KUTCH,1906,495.7,44.6,126,222.1
SAURASHTRA & KUTCH,1907,487.1,19.8,71.7,192.8666667
SAURASHTRA & KUTCH,1908,524.3,3.7,30.2,186.0666667
SAURASHTRA & KUTCH,1909,569.2,12.7,104.1,228.6666667
SAURASHTRA & KUTCH,1910,544.8,4.1,164.6,237.8333333
SAURASHTRA & KUTCH,1911,102,2.3,78.2,60.83333333
SAURASHTRA & KUTCH,1912,645,6,64.1,238.3666667
SAURASHTRA & KUTCH,1913,750.3,0.6,214,321.6333333
SAURASHTRA & KUTCH,1914,553.9,18.1,166.5,246.1666667
SAURASHTRA & KUTCH,1915,176,53.4,51.3,93.56666667
SAURASHTRA & KUTCH,1916,463.9,29.3,23.7,172.3
SAURASHTRA & KUTCH,1917,616.1,212.2,139.9,322.7333333
SAURASHTRA & KUTCH,1918,112.4,0.2,14.9,42.5
SAURASHTRA & KUTCH,1919,406,37.1,26.9,156.6666667
SAURASHTRA & KUTCH,1920,451.8,17,258.9,242.5666667
SAURASHTRA & KUTCH,1921,595.2,2.9,8.6,202.2333333
SAURASHTRA & KUTCH,1922,330.3,3.5,41.8,125.2
SAURASHTRA & KUTCH,1923,189.5,12.2,5.2,68.96666667
SAURASHTRA & KUTCH,1924,303.1,0.8,47.8,117.2333333
SAURASHTRA & KUTCH,1925,317.1,11.8,212.2,180.3666667
SAURASHTRA & KUTCH,1926,869.2,7.7,34.4,303.7666667
SAURASHTRA & KUTCH,1927,598.1,39.4,54.4,230.6333333
SAURASHTRA & KUTCH,1928,388.8,37.7,5,143.8333333
SAURASHTRA & KUTCH,1929,382.8,35.4,43.2,153.8
SAURASHTRA & KUTCH,1930,425.8,22.6,125.9,191.4333333
SAURASHTRA & KUTCH,1931,263.1,63.3,11.3,112.5666667
SAURASHTRA & KUTCH,1932,457.2,35,16.4,169.5333333
SAURASHTRA & KUTCH,1933,628.7,12.8,176,272.5
SAURASHTRA & KUTCH,1934,392.7,4.9,162.4,186.6666667
SAURASHTRA & KUTCH,1935,504.7,16.8,47.3,189.6
SAURASHTRA & KUTCH,1936,334.1,36.4,115,161.8333333
SAURASHTRA & KUTCH,1937,506.8,26.8,117.2,216.9333333
SAURASHTRA & KUTCH,1938,320.2,15.7,151.4,162.4333333
SAURASHTRA & KUTCH,1939,162.5,14.6,11.3,62.8
SAURASHTRA & KUTCH,1940,307.9,40.3,119.9,156.0333333
SAURASHTRA & KUTCH,1941,392.2,8.7,15.3,138.7333333
SAURASHTRA & KUTCH,1942,314.1,22.1,19.2,118.4666667
SAURASHTRA & KUTCH,1943,499.9,16.1,72.7,196.2333333
SAURASHTRA & KUTCH,1944,708.9,2.5,76.1,262.5
SAURASHTRA & KUTCH,1945,621.2,10.8,122,251.3333333
SAURASHTRA & KUTCH,1946,458.3,11,141.2,203.5
SAURASHTRA & KUTCH,1947,492.2,2.1,65.6,186.6333333
SAURASHTRA & KUTCH,1948,180.1,67.2,13.8,87.03333333
SAURASHTRA & KUTCH,1949,537.6,3.8,14.2,185.2
SAURASHTRA & KUTCH,1950,473.4,0.2,3.1,158.9
SAURASHTRA & KUTCH,1951,263,19.2,43,108.4
SAURASHTRA & KUTCH,1952,396.7,2.4,80.9,160
SAURASHTRA & KUTCH,1953,698.4,7.8,66.7,257.6333333
SAURASHTRA & KUTCH,1954,590,5.8,51.5,215.7666667
SAURASHTRA & KUTCH,1955,374.6,8.7,28.1,137.1333333
SAURASHTRA & KUTCH,1956,675.9,61.7,82.7,273.4333333
SAURASHTRA & KUTCH,1957,374.8,22,80.3,159.0333333
SAURASHTRA & KUTCH,1958,498.1,49.4,47.6,198.3666667
SAURASHTRA & KUTCH,1959,894.7,122.2,70.5,362.4666667
SAURASHTRA & KUTCH,1960,330.2,0.7,128.8,153.2333333
SAURASHTRA & KUTCH,1961,725.9,20.2,132.7,292.9333333
SAURASHTRA & KUTCH,1962,354.4,13.2,28.1,131.9
SAURASHTRA & KUTCH,1963,297.5,78.6,28,134.7
SAURASHTRA & KUTCH,1964,537.6,0.3,107.1,215
SAURASHTRA & KUTCH,1965,413,7.8,1.9,140.9
SAURASHTRA & KUTCH,1966,325.4,1,74.9,133.7666667
SAURASHTRA & KUTCH,1967,665.8,25.8,153.3,281.6333333
SAURASHTRA & KUTCH,1968,305.3,7.8,12.5,108.5333333
SAURASHTRA & KUTCH,1969,282.9,7.1,44.2,111.4
SAURASHTRA & KUTCH,1970,809.5,18,78.5,302
SAURASHTRA & KUTCH,1971,510.1,1.2,149.4,220.2333333
SAURASHTRA & KUTCH,1972,217.9,3.8,87.3,103
SAURASHTRA & KUTCH,1973,381.9,8,51.3,147.0666667
SAURASHTRA & KUTCH,1974,144.2,30,26.6,66.93333333
SAURASHTRA & KUTCH,1975,578.1,104,101.2,261.1
SAURASHTRA & KUTCH,1976,594.5,30,104.8,243.1
SAURASHTRA & KUTCH,1977,546.6,9.8,168.7,241.7
SAURASHTRA & KUTCH,1978,443.1,43,159.9,215.3333333
SAURASHTRA & KUTCH,1979,849.1,106.1,143.6,366.2666667
SAURASHTRA & KUTCH,1980,626.6,9.2,321.8,319.2
SAURASHTRA & KUTCH,1981,583.7,120.5,46.8,250.3333333
SAURASHTRA & KUTCH,1982,272.9,107.5,26,135.4666667
SAURASHTRA & KUTCH,1983,736.1,20.6,211.9,322.8666667
SAURASHTRA & KUTCH,1984,443.7,0,57.7,167.1333333
SAURASHTRA & KUTCH,1985,251.6,42.1,17.1,103.6
SAURASHTRA & KUTCH,1986,296,0.1,170.1,155.4
SAURASHTRA & KUTCH,1987,85.5,6.6,31.9,41.33333333
SAURASHTRA & KUTCH,1988,750.3,0.8,13.8,254.9666667
SAURASHTRA & KUTCH,1989,493.1,4.9,134.7,210.9
SAURASHTRA & KUTCH,1990,379.3,22.3,39.2,146.9333333
SAURASHTRA & KUTCH,1991,218.4,0.3,13.3,77.33333333
SAURASHTRA & KUTCH,1992,588.9,11.7,45.2,215.2666667
SAURASHTRA & KUTCH,1993,256.2,56.5,41.4,118.0333333
SAURASHTRA & KUTCH,1994,871.6,1.2,99.4,324.0666667
SAURASHTRA & KUTCH,1995,350,23.9,3.2,125.7
SAURASHTRA & KUTCH,1996,334.9,39.4,137.3,170.5333333
SAURASHTRA & KUTCH,1997,593.7,2.7,193.7,263.3666667
SAURASHTRA & KUTCH,1998,415.2,151.6,109.1,225.3
SAURASHTRA & KUTCH,1999,144.2,104.7,192.5,147.1333333
SAURASHTRA & KUTCH,2000,280.9,2.3,8.3,97.16666667
